Parameter,Tests#,Patterns,Unit,HighL,LowL,mean_site3_devm_No1_loop5.stdf.gextb.csv,mean_site3_devm_No2_loop5.stdf.gextb.csv,mean_site3_devm_No3_loop5.stdf.gextb.csv,mean_site3_devm_No4_loop5.stdf.gextb.csv,mean_site3_devm_No5_loop5.stdf.gextb.csv
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC4_CKF].td,374529,,MHz,3.5,3,3.2496549999999997,3.249787,3.2501832,3.2504472,3.249919
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC5_CKF].td,374530,,MHz,3.5,3,3.250051,3.249787,3.249523,3.249919,3.249919
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin0_Max].td,375001,,,-97,-110,-99.7875,-100.14375,-99.46875,-99.20625,-99.09375
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin0_min].td,375002,,,-97,-110,-100.03125,-100.275,-99.5625,-99.825,-99.84375
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin1_Max].td,375003,,,-97,-110,-99.28125,-99.73125,-98.71875,-99.75,-99.73125
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin1_min].td,375004,,,-97,-110,-99.525,-100.35,-99.15,-100.06875,-100.3875
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin2_Max].td,375005,,,-97,-110,-97.70625,-99.525,-98.5125,-99.35625,-100.0875
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin2_min].td,375006,,,-97,-110,-98.60625,-99.88125,-99.075,-99.80625,-100.35
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin3_Max].td,375007,,,-97,-110,-100.0875,-99.76875,-98.8125,-99.525,-99.35625
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin3_min].td,375008,,,-97,-110,-100.35,-100.06875,-99.75,-99.7875,-99.84375
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin4_Max].td,375009,,,-97,-110,-99.80625,-99.4875,-99.0,-100.10625,-100.0125
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin4_min].td,375010,,,-97,-110,-100.1625,-99.80625,-99.46875,-100.35,-100.33126
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin5_Max].td,375011,,,-97,-110,-99.9,-99.825,-99.28125,-99.61875,-99.80625
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:Vin5_min].td,375012,,,-97,-110,-100.25625,-100.3125,-99.6375,-100.40626,-100.70626
Main.Audio.Flow_AudioUL_AMIC.Abist.p[Abist:CW_A2070200].td,375013,,,,,20481.0,20481.0,20481.0,20481.0,20481.0
Main.Audio.DMIC_Imeas.p[DMIC_Imeas:I_AVDD18_AUD].td,379100,,uA,100,-10,0.02728257,0.08254504780000001,-0.012190634,0.15359680199999998,0.122018246
Main.Audio.DMIC_Imeas.p[DMIC_Imeas:I_AVDD18_AUD_DRV].td,379101,,uA,100,-10,0.102810439,0.11067429399999999,0.055627406000000004,0.1971765,0.05562739600000001
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:Amp_L16_1P8V].td,382001,,V,1.243,1.017,1.1629056,1.1547892000000002,1.1709764,1.1519192,1.1725524
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:SNDR_L16_1P8V].td,382002,,dB,120,83,88.230792,88.18345400000001,87.38628200000001,87.87949800000001,88.19145400000001
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:SNR_L16_1P8V].td,382003,,dB,120,84,88.78829999999999,88.695368,87.82692399999999,88.31196800000001,88.694264
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:THD_L16_1P8V].td,382004,,dB,120,84,97.43388,97.74321,97.545162,98.120212,97.81503
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:Amp_R16_1P8V].td,382005,,V,1.243,1.017,1.1710364,1.1536358,1.185533,1.1509078000000001,1.1702588
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:SNDR_R16_1P8V].td,382006,,dB,120,83,87.908462,87.70851400000001,87.78992199999999,87.86989200000001,87.51320000000001
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:SNR_R16_1P8V].td,382007,,dB,120,84,88.41077,88.156702,88.280134,88.30041800000001,87.98013999999999
Main.Audio.Flow_AudioDL.A22_G_NM_SNDR_N6.p[A22_G_NM_SNDR_N6:THD_R16_1P8V].td,382008,,dB,120,84,97.54280800000001,97.80619800000001,97.50865200000001,98.14246599999998,97.43645799999999
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:Amp_L16_1P8V].td,384001,,mV,2.3,1.9,2.0855976,2.0706432,2.1001440000000002,2.065805,2.1027438
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:SNDR_L16_1P8V].td,384002,,dB,120,37.5,43.592908,42.002642,43.36364199999999,42.002364,43.58981
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:SNDR_AW_L16_1P8V].td,384003,,dB,120,37.5,46.899276,45.725505999999996,46.72329,45.779982,46.904526
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:SNR_L16_1P8V].td,384004,,dB,120,37.5,43.599306,42.007334,43.373556,42.00934,43.594182
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:THD_L16_1P8V].td,384005,,dB,120,37.5,72.10450599999999,71.83824,71.338008,70.103958,73.93824
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:Amp_R16_1P8V].td,384006,,mV,2.3,1.9,2.1000666000000003,2.0687537999999996,2.1260298,2.0643902,2.0988442
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:SNDR_R16_1P8V].td,384007,,dB,120,37.5,40.939746,42.360962,42.994326,42.370794000000004,40.632177999999996
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:SNDR_AW_R16_1P8V].td,384008,,dB,120,37.5,45.01595999999999,45.95813,46.456683999999996,46.012076,44.832311999999995
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:SNR_R16_1P8V].td,384009,,dB,120,37.5,40.945118,42.376563999999995,42.999548,42.377722,40.642774
Main.Audio.Flow_AudioDL.A23_G_NM_SNDR_N60.p[A23_G_NM_SNDR_N60:THD_R16_1P8V].td,384010,,dB,120,37.5,70.053214,67.882814,72.459528,71.03562600000001,67.4807
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO2_a].td,390001,,,0.06,-0.06,-0.0101562506,-0.011113281999999999,-0.012343748,-0.010019531799999998,-0.010156249199999998
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO2_b].td,390002,,,0.03,-0.03,0.0020019532,0.0009667967999999999,0.0012402342,0.001689453,0.0016601562
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO2_c].td,390003,,,0.71,0.69,0.6976517,0.69744204,0.6970242,0.69737608,0.69703018
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO1_a].td,390004,,,0.06,-0.06,-0.007148437400000001,-0.009472655399999998,-0.0102929676,-0.008515624800000001,-0.0083105474
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO1_b].td,390005,,,0.03,-0.03,0.0006933594399999999,9.765625999999614e-05,0.00036132813,0.0005957031,0.0008105467
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO0_a].td,390007,,,0.06,-0.06,-0.0053027346,-0.008310546800000002,-0.008037109599999998,-0.0061230469999999995,-0.006396484399999999
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO0_b].td,390008,,,0.03,-0.03,0.00018554698000000002,0.00012695323999999998,-0.0003027343200000039,0.00020507820000000002,0.00024414060000000002
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO3_a].td,390010,,,0.06,-0.06,-0.009746094200000001,-0.012138669999999999,-0.012617187999999998,-0.010224609800000001,-0.0102929692
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO3_b].td,390011,,,0.03,-0.03,0.00135742174,0.00135742204,0.0012304686399999998,0.00123046876,0.0012402343400000002
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO3_c].td,390012,,,0.71,0.69,0.69709944,0.6972351,0.6968854200000001,0.69716884,0.69689248
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO4_a].td,390013,,,0.06,-0.06,-0.009267577400000001,-0.011386718,-0.011933592,-0.009814453,-0.0097460938
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO4_b].td,390014,,,0.03,-0.03,0.001533203,0.0011523438,0.00118164062,0.0017089844,0.0013085936399999999
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO4_c].td,390015,,,0.71,0.69,0.69778976,0.6977880599999999,0.69750838,0.6975832200000001,0.6975139
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO5_a].td,390016,,,0.06,-0.06,-0.0101562492,-0.010976562,-0.012548825999999999,-0.0098828132,-0.010498046600000002
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO5_b].td,390017,,,0.03,-0.03,0.0020019532,0.0008496093600000001,0.0015625,0.0017187500000000002,0.0016601562399999998
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO5_c].td,390018,,,0.71,0.69,0.6974445000000001,0.69771892,0.69792366,0.69758334,0.6976521200000001
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO6_a].td,390019,,,0.06,-0.06,-0.009267577999999999,-0.01125,-0.012207028,-0.0099511724,-0.0103613272
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO6_b].td,390020,,,0.03,-0.03,0.00153320324,0.00132812492,0.00136718734,0.0016308592,0.0018359371999999998
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:AGPIO6_c].td,390021,,,0.71,0.69,0.69799708,0.6975116600000001,0.6981314999999999,0.6979284800000001,0.69758296
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:ADC_GE].td,390024,,,501.76,10,213.8,210.2,205.0,214.6,213.8
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:ADC_OE].td,390025,,,250.88,5.12,135.6,131.2,132.4,134.2,134.2
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:Golden_a].td,390026,,,0.06,0,0.0101562506,0.011113281999999999,0.012343748,0.010019531799999998,0.010156249199999998
Main.AUXADC.A00_AuxADC_Calibration_AGPIO.p[A00_AuxADC_Calibration_AGPIO:Golden_b].td,390027,,,0.03,0,0.0020019532,0.0009667967999999999,0.0012402342,0.001689453,0.0016601562
Main.AUXADC.A01_AuxADC_NTCR_measurement_NEW.p[A01_AuxADC_NTCR_measurement_NEW:0xA30B0008_Exp0x0].td,391000,,Code,0,0,0.0,0.0,0.0,0.0,0.0
Main.AUXADC.A01_AuxADC_NTCR_measurement_NEW.p[A01_AuxADC_NTCR_measurement_NEW:R2].td,391001,,KOhm,13,7,11.394566000000001,11.387595999999998,11.648397999999998,11.71486,11.289952
Main.AUXADC.A01_AuxADC_NTCR_measurement_NEW.p[A01_AuxADC_NTCR_measurement_NEW:Rrouting].td,391002,,Ohm,4000,1,794.49598,809.2403200000001,791.6286200000001,814.61374,784.63226
Main.AUXADC.A01_AuxADC_NTCR_measurement_NEW.p[A01_AuxADC_NTCR_measurement_NEW:V2].td,391003,,V,1.43,1.37,1.4044166,1.4069341999999998,1.408224,1.4050456,1.4049514
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[Product_ID].ptd,680200,,,3,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[D_die_Ver].ptd,680201,,,2,2,2.0,2.0,2.0,2.0,2.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[A_die_Type].ptd,680202,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[A_die_Ver].ptd,680203,,,3,3,3.0,3.0,3.0,3.0,3.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[KGD_Ver].ptd,680205,,,,,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[RTC_LDO_TRIM].ptd,680208,,,,,1.0,0.0,0.0,2.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[EFUSE_GAIN_CH0_TRIM].ptd,680211,,,,,231.0,225.0,218.0,231.0,228.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[EFUSE_OFFSET_CH0_TRIM].ptd,680212,,,,,131.0,128.0,131.0,129.0,131.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[RAGPIO_Rroutine].ptd,680213,,,,,739.0,766.0,742.0,777.0,740.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[M_ANA_CFG_AUXADC1].ptd,680214,,,,,11406.0,11397.0,11666.0,11713.0,11299.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[M_SPARE_A].ptd,680215,,,,,529.0,529.0,529.0,529.0,529.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[I_CAL].ptd,680225,,,30,1,19.0,20.0,21.0,22.0,18.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[R_CAL_VALID].ptd,680226,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[RG_FL_XCVR_TEST].ptd,680236,,,13,0,1.0,1.0,1.0,1.0,0.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[UPLL_IBANK_FINETUNE].ptd,680249,,,15,0,11.0,11.0,13.0,11.0,12.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[UPLL_IBANK_EN].ptd,680250,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[EFUSE_BROM_SHD_EN].ptd,680252,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[EFUSE_CACHE_EN].ptd,680253,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[EFUSE_PLL_EN].ptd,680254,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[M_RSV_B].ptd,680255,,,0,0,0.0,0.0,0.0,0.0,0.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[M_RSV_C].ptd,680256,,,1,1,0.0,0.0,0.0,0.0,0.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[M_RSV_D].ptd,680257,,,3,0,0.0,0.0,0.0,0.0,0.0
Main.Defuse_Blank_Check.EfuseD_EQC_Check.p[M_RSV_E].ptd,680258,,,2,0,0.0,0.0,0.0,0.0,0.0
Main.Flow_rbist.rbist_ical.p[rbist_ical:rbist_ical].td,750201,,code,31,1,16.8,17.0,16.8,17.0,16.8
Main.Flow_rbist.rbist_pos.p[rbist_pos:rbist_pos].td,750300,,dB,2,2,2.0,2.0,2.0,2.0,2.0
Main.Flow_rbist.rbist_pos.p[rbist_pos:bbpll_cnt].td,750301,,code,1042,1038,1040.0,1040.0,1040.0,1040.0,1040.0
Main.Flow_rbist.rbist_pos.p[rbist_pos:lps_max_min].td,750302,,code,30,,3.8,4.2,5.8,4.8,3.4
Main.Flow_rbist.rbist_pos.p[rbist_pos:lps_max].td,750303,,code,,,756830.0,756449.2,757930.6,756878.4,758122.6
Main.Flow_rbist.rbist_pos.p[rbist_pos:lps_min].td,750304,,code,,,756826.2,756445.0,757924.8,756873.6,758119.2
Main.Flow_rbist.rbist_tx_devm.p[rbist_tx_devm:rbist_tx_devm].td,750600,,%,13,2,5.9383122,5.7786002000000005,6.400945200000001,6.0684156,6.408424599999999
Main.Flow_rbist.rbist_tx_devm.p[rbist_tx_devm:rbist_tx_devm_peak].td,750601,,%,25,2,14.793408,14.8285,15.364555999999999,15.452098000000001,15.993866
Main.Flow_rbist.rbist_rx_SX_Lock.p[rbist_rx_SX_Lock:rbist_rx_SX_Lock].td,750700,,dB,270000,230000,255145.27999999997,252907.16,253155.84,252658.47999999998,255642.63999999998
Main.Flow_rbist.rbist_rx_gain_ULG.p[rbist_rx_gain_ULG:rbist_rx_gain_ULG].td,750800,,dB,5,-7,-5.367459,-4.6548416,-4.92435,-4.5441116,-3.6028214000000007
Main.Flow_rbist.rbist_rx_gain_LG.p[rbist_rx_gain_LG:rbist_rx_gain_LG].td,750900,,dB,15,4,6.4816908,7.374241400000001,7.052717599999999,7.5910020000000005,8.3759322
Main.Flow_rbist.rbist_rx_gain_MG.p[rbist_rx_gain_MG:rbist_rx_gain_MG].td,751000,,dB,27,16,18.381002000000002,19.567516,18.973068,19.90826,20.547204
Main.Flow_rbist.rbist_rx_gain_MHG.p[rbist_rx_gain_MHG:rbist_rx_gain_MHG].td,751100,,dB,37,28,30.364887999999997,31.507830000000002,30.980982,31.935144,32.556632
Main.Flow_rbist.rbist_rx_gain_HG.p[rbist_rx_gain_HG:rbist_rx_gain_HG].td,751200,,dB,50,39,41.29177,43.039242,42.630836,42.159828,43.833
Main.Flow_rbist.rbist_rx_gain_UHG.p[rbist_rx_gain_UHG:rbist_rx_gain_UHG].td,751300,,dB,62,48,55.251915999999994,55.978286000000004,56.29200800000001,55.967764,56.177946
Main.Flow_rbist.rbist_rx_IP1DB.p[rbist_rx_IP1DB:rbist_rx_IP1DB].td,751400,,dB,3,-5,-0.0030822755,0.0065338133999999996,0.0048034670000000005,0.0030334466,-0.005856323380000002
Main.Flow_rbist.rbist_rx_IRR.p[rbist_rx_IRR:rbist_rx_IRR].td,751500,,dB,80,20,41.80806,47.25686,43.55665,41.711224,36.08354
Main.Flow_rbist.rbist_rx_DCOFFSET.p[rbist_rx_DCOFFSET:rbist_rx_DCOFFSET].td,751600,,dB,0,-100,-19.364526,-17.022956,-19.693176,-23.945543999999998,-19.05718
Main.Flow_rbist.rbist_rx_nf.p[rbist_rx_nf:rbist_rx_nf].td,751700,,dB,10,3,8.6777116,8.1393754,8.3409044,7.971902600000002,8.137991399999999
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_Power].td,751801,,dBm,12,8,9.7222988,9.752619200000002,10.074634000000001,9.9710342,10.169158
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_HD2].td,751802,,dBm,-41,-80,-46.88055799999999,-46.135492,-45.937176,-45.46343399999999,-45.986577999999994
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_PhaseNoise_3k].td,751803,,dBc,-45,-70,-61.421876,-61.278688,-61.308696,-62.079394,-62.386798
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_PhaseNoise_10k].td,751804,,dBc,-58,-80,-63.18667799999999,-63.525819999999996,-63.556412,-63.107528,-63.56125999999999
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_PhaseNoise_70k].td,751805,,dBc,-60,-80,-63.662018,-64.06632599999999,-63.86317799999999,-63.686811999999996,-63.74308599999999
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_IRR].td,751900,,dB,80,30,48.46464999999999,54.88761199999999,51.56159600000001,52.88635999999999,52.181144
Main.Flow_rbist.rbist_tx_power.p[rbist_tx_power:TX_DCOFFSET].td,751901,,dB,80,30,54.4043,50.774588,52.353264,57.872834,54.570372
Main.Flow_rbist.rbist_tx_im3.p[rbist_tx_im3:rbist_tx_im3].td,752000,,dB,100,15,27.813329999999997,23.033182000000004,21.074514,21.174715999999997,20.757002
Main.Flow_rbist.rbist_rx_nf.p[rbist_rx_nf:ical].td,752313,,code,31,1,16.0,16.0,16.0,16.0,16.0
,752594,dsa_gen.Main.Defuse_Blank_Check.Ddie_HRID_Blank_Check.OpSeq_1,,,,0.0,0.0,0.0,0.0,0.0
